ABACH	1
ABBEY	1
ABBY	1
ABDALLA	1
ABDARA	1
ABDU	1
ABDUL	1
ABEDE	1
ABEL	1
ABERI	1
ABIMERICK	1
ABRAHAM	1
ABU	1
ADAM	1
ADELO	1
AGIA	1
AGREY	1
AHAMED	1
AHAMO	1
AHMAD	1
AHMED	1
AKAZIA	1
AKEREO	1
AKIKI	1
AKIM	1
AKIREWO	1
AKISOFERI	1
ALAMANZANI	1
ALAWI	1
ALBELTO	1
ALBERT	1
ALEBERT	1
ALEFRED	1
ALEX	1
ALFRED	1
ALFUNSI	1
ALIFONSO	1
ALIFRED	1
ALIMANSI	1
ALOSYSIOUS	1
ALOYSIUS	1
ALPHONSE	1
ALUBANO	1
ALUMIYA	1
AMIN	1
AMIRI	1
AMISSI	1
AMONI	1
AMOS	1
ANANIA	1
ANDEREA	1
ANDREW	1
ANTHONY	1
ANTONY	1
APDINUS	1
AQUINO	1
ARAMANZAN	1
ARIFAZI	1
ASANASIO	1
ASAP	1
ASUMAN	1
ASUMANI	1
ATANANSI	1
ATAYA	1
AUUBU	1
AYAGA	1
AZALIA	1
AZIZ	1
AZUBU	1
BADESA	1
BADRU	1
BADRUINE	1
BAGUMA	1
BAKER	1
BAPTIST	1
BARINABA	1
BARNABAS	1
BARU	1
BASHAR	1
BASWERI	1
BAVARO	1
BAZIL	1
BAZILIO	1
BAZIRIO	1
BEDA	1
BEN	1
BENARD	1
BENDICTO	1
BENEDICT	1
BENEDICTO	1
BENIDICTO	1
BENJAMIN	1
BENON	1
BENSON	1
BENVEVENTURE	1
BERNADINE	1
BERNARD	1
BESWERI	1
BETHWEL	1
BEZARELI	1
BIRUNGI	1
BISIR	1
BISIRU	1
BLASIO	1
BOB	1
BOGERE	1
BOKOLE	1
BONEFANSIO	1
BONEFASI	1
BONFONCE	1
BONNY	1
BOSCO	1
BRASIO	1
BRAZIO	1
BRIAN	1
BROWN	1
BRUNO	1
BRURASIO	1
BRYAN	1
BUA	1
BULASIO	1
BULAYIMU	1
BUMALI	1
BUMBAKALI	1
BURHAN	1
BUSULWA	1
CALEB	1
CANE	1
CANON	1
CAUNCE	1
CELESTRINE	1
CHANDI	1
CHARLES	1
CHRIS	1
CHRISPUS	1
CHRISTIAN	1
CHRISTOPER	1
CHRISTOPHER	1
CHUMA	1
CIPRIAN	1
CLEMENT	1
CLIFF	1
CLOFAS	1
CLOVIS	1
CLOVISI	1
COLLINS	1
CONELIUS	1
CONSTANT	1
COSTANTINO	1
CRANMER	1
CRISETOMO	1
CROWN	1
CRYSOSTOM	1
DAMASCO	1
DAMINIKO	1
DAN	1
DANIEL	1
DANNIEL	1
DARIO	1
DAUDI	1
DAVIS	1
DAVISON	1
DEMI	1
DENNIS	1
DEO	1
DEOGRASIONS	1
DEOGRATIUS	1
DERERICK	1
DERI	1
DERICK	1
DERIK	1
DHALIA	1
DICK	1
DIDAS	1
DIFAS	1
DIIMU	1
DIRISA	1
DIRISON	1
DISA	1
DISAN	1
DISON	1
DOMINIC	1
DOMINICH	1
DOMOSIAM	1
DONOZIO	1
DRAZA	1
DRECH	1
DUGUSTINE	1
DUMBA	1
EDIGOR	1
EDIRISA	1
EDISON	1
EDRIAN	1
EDWARD	1
EDWIN	1
EFLAZIA	1
EIRAKIM	1
EKOLAMU	1
ELARI	1
ELDARD	1
ELIAS	1
ELIASAFU	1
ELIAZALI	1
ELIEZA	1
ELIFAZI	1
ELIPHAZI	1
ELISHA	1
ELISON	1
ELLIA	1
ELUKANA	1
EMANNUEL	1
EMANUEL	1
EMILIO	1
EMMANUEL	1
EMMY	1
ENERIKO	1
ENERIKU	1
ENERST	1
ENOCH	1
ENOCK	1
ENOK	1
EO	1
EPHAIM	1
EPHARAIM	1
EPHRAIM	1
ERASMUS	1
ERASTO	1
ERIA	1
ERIABU	1
ERIASA	1
ERIC	1
ERICA	1
ERIDADI	1
ERIFAZI	1
ERIKA	1
ERINEO	1
ERINEWO	1
ERIOSI	1
ERISA	1
ERISMUS	1
ERIU	1
ERIYAZALI	1
ERIYAZI	1
ERNEST	1
ERRIFAZI	1
ERUKANA	1
ERYAZALI	1
ESAU	1
ESTALUKE	1
EUSAVIO	1
EVARISTO	1
EVIDADI	1
EXPEDITO	1
EXPERITO	1
EZALE	1
EZEKIEL	1
EZELIDA	1
EZORA	1
EZRA	1
FABIA	1
FAIOTH	1
FALUK	1
FALUKU	1
FARUK	1
FAZIL	1
FAZIRI	1
FELIX	1
FENEKANSI	1
FESTO	1
FOBIANO	1
FR	1
FRANCO	1
FRASKO	1
FRD	1
FRED	1
FREDICK	1
FREDINANDO	1
FREDNGE	1
FREDRICK	1
FRIDAY	1
FRNAK	1
FUDYERI	1
GABUDJERI	1
GAD	1
GALIWANGO	1
GASHOMA	1
GASTER	1
GASTOLE	1
GASTON	1
GBO	1
GEARGE	1
GELSON	1
GEOFFREY	1
GEOFREY	1
GEORGE	1
GERALD	1
GERISON	1
GERSHOM	1
GERSOMU	1
GERUACE	1
GIDEON	1
GIRIVASI	1
GOD	1
GODFREY	1
GODON	1
GORDON	1
GRACIOUS	1
GYAVIIRA	1
HABIB	1
HADDY	1
HAJ	1
HAJI	1
HAKIM	1
HAM	1
HAMIDU	1
HAMIS	1
HAMIZA	1
HAMUZAT	1
HARUNA	1
HASHIM	1
HASSAN	1
HASSANI	1
HAWAA	1
HENRY	1
HERBERT	1
HERMAN	1
HILSON	1
HOBERT	1
HUDU	1
HUGO	1
HUSEIN	1
HUSIL	1
HUSSEIN	1
IBIN	1
IBRAHIM	1
IBRAIM	1
IDI	1
IDIN	1
IGA	1
IGNATIUS	1
IKONDE	1
INNOCENT	1
INUASIO	1
INYANSIO	1
IPOLITO	1
ISA	1
ISAAC	1
ISAC	1
ISACA	1
ISAHAKA	1
ISAKA	1
ISAKAU	1
ISAYA	1
ISAYAA	1
ISEE	1
ISHAYA	1
ISIATI	1
ISIFU	1
ISIMAA	1
ISMA	1
ISMAEL	1
ISMAIL	1
ISMAN	1
ISMEAL	1
ISODOLA	1
ISODOLO	1
ISREAL	1
ISSA	1
IVAN	1
JAACKSON	1
JACK	1
JACOB	1
JAFESI	1
JAFFERI	1
JALANTINO	1
JAMADA	1
JAMES	1
JAMIL	1
JEMA	1
JENGO	1
JEOFREY	1
JEREMIAH	1
JESSY	1
JIMMY	1
JIZIMANA	1
JOARAM	1
JOB	1
JOFIRI	1
JOFRY	1
JOHN	1
JOHNSON	1
JOHNSTONE	1
JOHNVICENT	1
JOPORICA	1
JOROME	1
JOSEPH	1
JOSEPHAT	1
JOSHI	1
JOSHUA	1
JOSWA	1
JOSWABA	1
JOVA	1
JULIAS	1
JULIUS	1
JUMA	1
JUSTIUS	1
JUSTUS	1
KAABI	1
KABENGE	1
KABIBU	1
KAGGWA	1
KAGONYERA	1
KAIJUKA	1
KALIM	1
KALOLI	1
KALVIN	1
KAMADI	1
KAMUSI	1
KAROLI	1
KASHUMBA	1
KASSIM	1
KATALEMWA	1
KATENDE	1
KATUMBA	1
KAZIMIVI	1
KEKIYENGYE	1
KELEKIA	1
KENETH	1
KENNETH	1
KENSI	1
KEZEKIA	1
KEZIRON	1
KHALIFAN	1
KIKONI	1
KIRONDE	1
KISALE	1
KIYINGI	1
KIZITO	1
KOSEA	1
KOSIA	1
KUPOLIANO	1
KWEYEY	1
KYALIMPA	1
LAKIRANGE	1
LAKONGO	1
LALI	1
LAMEKA	1
LASTO	1
LAWRENCE	1
LAZARO	1
LEARNAD	1
LEKOBOAM	1
LEMUEL	1
LEONARD	1
LEOPOLD	1
LIBERIO	1
LIVINGISTONE	1
LIVINGSTONE	1
LOFRIN	1
LONJINO	1
LOUIS	1
LUBAJO	1
LUBOWA	1
LUKA	1
LUKLENGE	1
LUKMAN	1
LUKUMAN	1
LUKUMANI	1
LUPERE	1
LUSIYA	1
LUZINDA	1
LWANGA	1
MABISIYALE	1
MAGIDU	1
MALE	1
MALISON	1
MANSUL	1
MANSULI	1
MARK	1
MATAYO	1
MATHEW	1
MATHIAS	1
MATHIEW	1
MATIA	1
MATIMA	1
MATIYA	1
MAWEJJE	1
MAX	1
MAXMAS	1
MAXWELL	1
MAYANJAA	1
MED	1
MEDD	1
MEDDY	1
MEDI	1
MESUCAM	1
MICHAEL	1
MICHEAL	1
MIKE	1
MINSAC	1
MISAIL	1
MISAKI	1
MISAMILO	1
MISUSERA	1
MIVULE	1
MOHAMMED	1
MONDAY	1
MORIS	1
MORRIS	1
MOSES	1
MUHAMAD	1
MUHAMED	1
MUHAMMED	1
MUHAMUD	1
MUKASA	1
MUSA	1
MUSIRIMU	1
MUSISI	1
MUSTAFA	1
MUTEBI	1
MUWANGA	1
MUZAMIRU	1
MWAMI	1
NABOSI	1
NAJIB	1
NASANAIRI	1
NASANAIRRI	1
NASSAN	1
NATHAN	1
NELSON	1
NICHOLAS	1
NICOLAS	1
NIKALONI	1
NORBERT	1
NORMAN	1
NYANSIO	1
NYONGI	1
OBIWA	1
ODETTA	1
OKELLO	1
OMAR	1
ONGWECH	1
ORONI	1
OSCAR	1
OSINDE	1
OSUNA	1
OWINO	1
PADDY	1
PALIE	1
PANT	1
PASCAR	1
PASKALI	1
PASKARI	1
PASSEL	1
PATER	1
PATRICK	1
PAUL	1
PAULANI	1
PAULO	1
PELAGIO	1
PETER	1
PHESTO	1
PHILIP	1
PHILIPA	1
PIETER	1
PIO	1
PIUS	1
PLUS	1
POCISIANO	1
PONSIANO	1
POSIANO	1
PRITASUS	1
PULICARIPO	1
PYE	1
RADOVWE	1
RAJABU	1
RAMADHAN	1
RAMAJHAN	1
RAPHAIL	1
RAPHEAL	1
RASHID	1
RAYMOND	1
REAGAN	1
REMMY	1
ROBERT	1
ROBERTO	1
ROBINSON	1
ROGERS	1
RONALD	1
RONNIE	1
RUBEN	1
RUHANGA	1
RUKOKOROMI	1
RUSIANE	1
RUTAIKE	1
RYMOND	1
SABANI	1
SABASTIANE	1
SADAT	1
SAKIBU	1
SALEX	1
SALONGO	1
SAMIL	1
SAMSON	1
SAMUEL	1
SAMWIRI	1
SANTO	1
SATURINO	1
SAUL	1
SAULO	1
SCAGLIOSI	1
SCHOLAR	1
SEBI	1
SELESTINE	1
SELESTINO	1
SELEVASITA	1
SELEVIA	1
SELEZIO	1
SEMPA	1
SENDAGIRE	1
SEPILIA	1
SEZI	1
SHABANI	1
SHAFIK	1
SHAMIMU	1
SHARIF	1
SHEMY	1
SHIKAL	1
SHOSHAN	1
SILAJI	1
SILIMANI	1
SILVER	1
SILVESTER	1
SIMEHO	1
SIMEON	1
SIMON	1
SINAN	1
SINANI	1
SING	1
SMART	1
SOLOMON	1
SOMO	1
SOWEDI	1
SSALONGO	1
SSERWANO	1
STANLEY	1
STEPHEN	1
STEPHENE	1
STEVEN	1
STPHEN	1
SULA	1
SULAIMAN	1
SULAITI	1
SULAMAN	1
SULEIMAN	1
SULEMAN	1
SULEMANI	1
SULUMAN	1
SWAIB	1
SWAIBU	1
SYLIVEST	1
SYLVASTER	1
TADEO	1
TADIO	1
THOMAS	1
TIMOTHY	1
TITO	1
TOM	1
TONNY	1
TONY	1
TOTO	1
TWAHA	1
TWAIBU	1
TWAKA	1
UMAN	1
UMAR	1
URGAN	1
VALENSIO	1
VENENGO	1
VERERIANO	1
VERIAN	1
VICEN	1
VINCENT	1
VITALIS	1
WALTER	1
WASHINGTON	1
WASSWA	1
WILBER	1
WILBERFORCE	1
WILFRED	1
WILIAM	1
WILLIAMS	1
WILLY	1
WILSON	1
YAFESI	1
YAHAYA	1
YAHIBU	1
YAKOBO	1
YASIN	1
YAWE	1
YEKOBOWAMU	1
YEKOWAMU	1
YEKOYADA	1
YEKOYASI	1
YISIBO	1
YOANA	1
YOANNA	1
YOFESI	1
YOKANA	1
YONASANI	1
YORAMU	1
YOROKAMU	1
YOROKHAMU	1
YORONIMU	1
YOSAM	1
YOSAMU	1
YOSEFU	1
YOSIA	1
YOSIYA	1
YOSWA	1
YOVANTINE	1
YOWABI	1
YOWAN	1
YOWANA	1
YOWASI	1
YUDA	1
YUNUSU	1
YUSUF	1
YUSUFU	1
YVONNE	1
ZACHARIA	1
ZAIDI	1
ZAIFA	1
ZAKARIA	1
ZAKAYO	1
ZAVERIO	1
ZEPHANIA	1
ABIGAIRI	2
ABIGALI	2
ABINA	2
ABISAJJI	2
ABONG	2
ADA	2
ADERA	2
ADOGA	2
ADURAL	2
AFANI	2
AFISA	2
AFUA	2
AGATHA	2
AGNES	2
AGUTI	2
AIDA	2
AIDAH	2
AIROSE	2
AISA	2
AISHA	2
ALBERTINA	2
ALBINA	2
ALEXA	2
ALEXANDERIA	2
ALICE	2
ALIZABETH	2
ALIZIKI	2
ALLEN	2
ALLISON	2
AMASE	2
AMINA	2
AMON	2
ANASI	2
ANERIKA	2
ANGELA	2
ANGELINA	2
ANGELLA	2
ANJELLA	2
ANNA	2
ANNAFREDA	2
ANNAH	2
ANNE	2
ANNITA	2
ANNYA	2
ANUSEATA	2
ANYENSE	2
APULANALI	2
ARIDO	2
ARMELLA	2
ASEM	2
ASIA	2
ASINA	2
ASIYA	2
ASIYAT	2
ASREIYA	2
ASTHER	2
ASUMPUTA	2
ATWOKI	2
AUMA	2
AYISA	2
AZIZA	2
BABIRYE	2
BABRA	2
BALIRUNO	2
BARBRA	2
BEATRICE	2
BEBE	2
BECCA	2
BENA	2
BENADETA	2
BENEDETA	2
BENNA	2
BERETA	2
BERITA	2
BERNA	2
BERNADETTA	2
BERNADETTE	2
BETH	2
BETRICE	2
BETTY	2
BETY	2
BIAYEMANO	2
BIBIYANA	2
BIRYAWO	2
BITAMINSI	2
BITAMISI	2
BITMADI	2
BLENDA	2
BLENDER	2
BONEKWENSIRA	2
BONN	2
BRENDENT	2
CALORINE	2
CARMIR	2
CAROLINA	2
CATE	2
CATHARINE	2
CATHERINE	2
CAVERL	2
CECELIA	2
CECILIA	2
CH	2
